ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
1522000,1814616,1129683,630449,-894259,129053,551368,-274 
1525027,1818016,1134344,633311,-893917,129711,551817,424 
1536983,1827652,1155426,662149,-887320,137029,555236,826 
1540018,1828949,1162153,675681,-884116,140386,556492,472 
1529892,1820008,1145293,655928,-888454,135225,553893,-224 
1520484,1812962,1127410,628343,-894716,128311,550996,-272 
1525256,1818311,1134167,633154,-893466,129707,551998,336 
1537633,1828475,1155901,662703,-886437,137361,555691,800 
1540688,1829819,1162423,675705,-883405,140603,556970,518 
1530887,1821221,1145710,655482,-887731,135353,554389,-133 
1521166,1813838,1127621,627884,-894036,128491,551325,-347 
1526122,1819249,1134758,633304,-892563,130179,552458,273 
1540191,1831258,1158596,664928,-884392,138832,556830,679 
1542621,1831971,1164514,677394,-881509,141993,558081,427 
1531233,1821642,1145899,655774,-886664,136089,554948,-213 
1522019,1814774,1128294,628576,-892834,129339,552026,-256 
1527336,1820521,1135826,634361,-891282,131111,553264,396 
1539661,1830689,1157515,664166,-884186,138809,557021,798 
1542210,1831461,1163157,676096,-881442,141759,558124,331 
1531784,1822286,1145754,655521,-885913,136455,555390,-359 
1522831,1815601,1128459,628120,-891992,129812,552643,-206 
1528168,1821225,1136081,633538,-890629,131411,553784,368 
1540679,1831708,1158304,664183,-883179,139296,557569,798 
1543109,1832437,1163845,676664,-880229,142430,558756,464 
1533089,1823726,1146639,655939,-884658,137158,556157,-371 
1525671,1818837,1131479,630593,-889781,131408,554113,-372 
1529594,1822819,1137661,635325,-889088,132592,554878,498 
1541685,1832809,1159379,665801,-881916,140291,558449,843 
1543821,1833255,1164339,677145,-879297,143035,559418,433 
1533183,1823778,1146222,655211,-884179,137416,556643,-197 
1524349,1817303,1129245,628224,-890334,130694,553789,-250 
1529943,1823113,1137398,634733,-888724,132530,555035,304 
1542407,1833514,1159679,665812,-881084,140624,558963,793 
1544501,1833902,1164508,677074,-878462,143345,559963,379 
1533710,1824429,1146273,654628,-883461,137514,556988,-312 
1525141,1818268,1129711,628167,-889254,131125,554387,-182 
1531030,1824378,1138345,635263,-887507,133181,555757,419 
1545167,1836876,1162834,668656,-878786,142188,560265,683 
1546170,1836078,1166441,678586,-876695,144601,561064,477 
1534380,1825387,1146858,654994,-882381,138218,557737,-303 
1525916,1819336,1130382,628657,-888272,131760,555079,-217 
1531938,1825434,1139102,635976,-886446,133901,556483,492 
1544261,1835703,1161276,667180,-878898,141906,560297,843 
1545855,1835592,1165293,677329,-876570,144315,561090,342 
1535149,1826166,1146934,654907,-881553,138450,558158,-344 
1526710,1820120,1130793,629083,-887259,132131,555601,-244 
1532871,1826313,1139873,636725,-885384,134314,557069,443 
1545130,1836548,1161797,667253,-877944,142211,560793,856 
1546639,1836412,1165696,677544,-875534,144724,561678,388 
1536686,1827821,1148099,655279,-880237,139228,559046,-390 
1529431,1823080,1133587,630914,-885216,133693,556920,-192 
1534173,1827533,1141083,637448,-884222,135271,557802,536 
1546131,1837423,1162714,668224,-876949,143008,561356,742 
1547394,1837114,1166198,677633,-874682,145359,562212,365 
1536431,1827533,1147375,654467,-879806,139467,559323,-234 
1528332,1821816,1131747,629289,-885443,133253,556635,-237 
1534818,1828255,1141430,638046,-883401,135688,558154,448 
1547094,1838514,1163414,669150,-875840,143736,562008,880 
1548083,1837899,1166412,677792,-873862,145724,562661,299 
1537097,1828249,1147410,653626,-879209,139511,559659,-337 
1529306,1822895,1132211,628964,-884590,133551,557194,-157 
1536279,1829750,1142538,638645,-882256,136336,558913,470 
