ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4214092,-4265036,-4196837,-3971495,-4443024,-4065777,-4416939,-1303887 
-4222574,-4273708,-4205146,-3979842,-4451393,-4074343,-4425400,-1339327 
-4226897,-4277742,-4209529,-3984264,-4456022,-4079027,-4429815,-1329549 
-4223859,-4274467,-4206376,-3981164,-4452929,-4076095,-4426574,-1256431 
-4217544,-4268480,-4200167,-3974999,-4446641,-4069720,-4420559,-1264322 
-4215939,-4266668,-4198114,-3973079,-4444676,-4067726,-4418529,-1294052 
-4221289,-4272173,-4203751,-3978646,-4450259,-4073239,-4424052,-1317123 
-4225941,-4276687,-4208491,-3983337,-4455042,-4077977,-4428886,-1283399 
-4223892,-4274564,-4206294,-3981071,-4452820,-4076002,-4426577,-1238369 
-4217855,-4268756,-4200259,-3975127,-4446769,-4070139,-4420522,-1268512 
-4216407,-4267174,-4198611,-3973479,-4445071,-4068356,-4418902,-1313064 
-4219861,-4270368,-4202170,-3976946,-4448669,-4071782,-4422563,-1270279 
-4227138,-4277761,-4209235,-3984133,-4455787,-4079274,-4429648,-1271980 
-4226217,-4276811,-4208267,-3983112,-4454701,-4078351,-4428473,-1316647 
-4216948,-4267636,-4199379,-3974153,-4445775,-4069256,-4419734,-1294704 
-4215044,-4265573,-4197102,-3971962,-4443689,-4067787,-4417444,-1284989 
-4219063,-4269474,-4201302,-3976081,-4447854,-4071631,-4421736,-1255496 
-4227392,-4277609,-4209119,-3983795,-4455411,-4078509,-4429741,-1256411 
-4225242,-4275859,-4207385,-3982151,-4453756,-4077114,-4427862,-1277666 
-4217139,-4267681,-4199232,-3974069,-4445767,-4069363,-4419941,-1290142 
-4214219,-4264916,-4196709,-3971552,-4443335,-4067168,-4417302,-1270571 
-4221277,-4271934,-4203627,-3978447,-4450145,-4073601,-4424181,-1267975 
-4228346,-4278676,-4210136,-3985042,-4456819,-4080770,-4430994,-1286095 
