ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4029133,-4086442,-4064236,-3856011,-4332714,-3683977,-4243279,-1299370 
-4028717,-4086006,-4063759,-3855546,-4332346,-3683597,-4242909,-1233451 
-4022635,-4080056,-4057914,-3849683,-4326459,-3677715,-4236967,-1244213 
-4017365,-4074734,-4052624,-3844374,-4321187,-3672469,-4231642,-1205212 
-4020282,-4077601,-4055643,-3847345,-4324189,-3675429,-4234653,-1200870 
-4027065,-4084317,-4062407,-3853997,-4330849,-3682005,-4241289,-1169001 
-4030577,-4087815,-4065671,-3857407,-4334154,-3685498,-4244423,-1217137 
-4024342,-4081509,-4059304,-3851050,-4327808,-3679191,-4238060,-1234651 
-4017279,-4074616,-4052689,-3844392,-4321190,-3672241,-4231651,-1225295 
-4019676,-4076936,-4055006,-3846736,-4323574,-3674569,-4234127,-1166679 
-4030099,-4087322,-4065009,-3856857,-4333569,-3684709,-4244120,-1246492 
-4028487,-4085777,-4063827,-3855496,-4332299,-3683067,-4242964,-1213664 
-4021702,-4078855,-4056946,-3848694,-4325535,-3676434,-4236164,-1162373 
-4018011,-4075133,-4053016,-3844905,-4321672,-3672673,-4232159,-1171139 
-4021698,-4078929,-4056831,-3848706,-4325460,-3676447,-4235943,-1221431 
-4027059,-4084307,-4062404,-3854133,-4330962,-3681691,-4241424,-1178594 
-4030923,-4088103,-4065918,-3857833,-4334523,-3685455,-4244876,-1225518 
-4024344,-4081536,-4059392,-3851302,-4328016,-3678891,-4238391,-1236899 
-4019522,-4076752,-4054522,-3846459,-4323169,-3674059,-4233522,-1257837 
-4020868,-4078149,-4056101,-3847931,-4324735,-3675384,-4235187,-1239351 
-4028297,-4085407,-4063224,-3855016,-4331881,-3682560,-4242394,-1219389 
-4029354,-4086541,-4064409,-3856220,-4333060,-3683754,-4243482,-1210427 
-4024840,-4082071,-4059798,-3851787,-4328536,-3679444,-4239026,-1236663 
-4019286,-4076566,-4054357,-3846340,-4323128,-3673905,-4233572,-1251839 
-4019352,-4076526,-4054696,-3846482,-4323399,-3673776,-4233886,-1185989 
-4028828,-4085884,-4063673,-3855551,-4332336,-3682965,-4242816,-1184462 
-4028721,-4085842,-4063927,-3855666,-4332521,-3682920,-4243004,-1187459 
-4023998,-4080993,-4058865,-3850690,-4327524,-3678249,-4237958,-1162129 
-4022097,-4079094,-4056631,-3848589,-4325296,-3676279,-4235647,-1266419 
-4021562,-4078728,-4056704,-3848401,-4325282,-3675782,-4235693,-1256637 
-4028161,-4085299,-4063181,-3854902,-4331742,-3682161,-4242135,-1188846 
-4033129,-4090273,-4067764,-3859777,-4336446,-3687107,-4246804,-1293250 
-4023544,-4080732,-4058564,-3850419,-4327262,-3677597,-4237637,-1240047 
-4018842,-4075972,-4053764,-3845696,-4322523,-3672999,-4232902,-1222540 
-4023121,-4080253,-4057873,-3849831,-4326631,-3677229,-4237044,-1237666 
-4031186,-4088310,-4065909,-3857809,-4334577,-3685024,-4245035,-1283837 
-4030891,-4088021,-4065802,-3857643,-4334481,-3684801,-4244897,-1256091 
-4025797,-4083029,-4060678,-3852659,-4329359,-3679805,-4239701,-1279199 
-4019181,-4076507,-4054350,-3846212,-4322954,-3673266,-4233234,-1269504 
-4021176,-4078459,-4056402,-3848211,-4324994,-3675102,-4235291,-1234391 
-4029363,-4086563,-4064339,-3856287,-4333014,-3683166,-4243322,-1253022 
-4028764,-4085960,-4064037,-3855905,-4332740,-3682724,-4243074,-1219036 
-4022461,-4079499,-4057498,-3849452,-4326309,-3676526,-4236650,-1157486 
-4019737,-4076727,-4054502,-3846555,-4323284,-3673424,-4233583,-1208289 
-4022519,-4079569,-4057436,-3849405,-4326127,-3675949,-4236353,-1224348 
-4028724,-4085827,-4063853,-3855767,-4332563,-3682269,-4242860,-1203379 
-4031582,-4088649,-4066356,-3858431,-4335112,-3685089,-4245427,-1227902 
-4025573,-4082785,-4060583,-3852674,-4329303,-3679038,-4239558,-1273609 
-4018291,-4075508,-4053435,-3845415,-4322109,-3671699,-4232484,-1221929 
-4022047,-4079280,-4057138,-3849124,-4325769,-3675362,-4236051,-1230665 
-4028132,-4085377,-4063374,-3855308,-4332036,-3681517,-4242274,-1221149 
-4031657,-4088757,-4066418,-3858455,-4335123,-3684866,-4245341,-1226622 
-4023417,-4080579,-4058616,-3850614,-4327408,-3676792,-4237661,-1233426 
-4016506,-4073433,-4051501,-3843487,-4320431,-3669904,-4230693,-1134154 
-4021204,-4078130,-4055975,-3848088,-4324865,-3674483,-4235044,-1143564 
-4031027,-4088264,-4065825,-3858144,-4334737,-3684526,-4244908,-1228814 
-4032342,-4089642,-4067234,-3859561,-4336156,-3685736,-4246442,-1285634 
-4023967,-4081201,-4059005,-3851239,-4327936,-3677267,-4238262,-1249551 
-4018954,-4076079,-4053756,-3846043,-4322713,-3672236,-4233004,-1227242 
-4022501,-4079693,-4057266,-3849625,-4326286,-3675810,-4236546,-1256863 
-4026969,-4084157,-4062146,-3854332,-4331107,-3680231,-4241411,-1221454 
-4028374,-4085461,-4063300,-3855547,-4332357,-3681836,-4242712,-1152096 
-4028387,-4085459,-4062645,-3855206,-4331811,-3681804,-4242048,-1301934 
-4017632,-4074852,-4052623,-3844912,-4321742,-3671009,-4232032,-1245293 
-4021209,-4078371,-4055973,-3848350,-4325187,-3674516,-4235532,-1217911 
-4030114,-4087285,-4064681,-3857087,-4333871,-3683310,-4244174,-1247242 
-4031701,-4088861,-4066199,-3858634,-4335411,-3684882,-4245691,-1276407 
-4024085,-4081250,-4058845,-3851231,-4328069,-3677369,-4238368,-1262664 
-4017660,-4074791,-4052537,-3844823,-4321661,-3670848,-4231987,-1204184 
-4020339,-4077309,-4055119,-3847317,-4324172,-3673331,-4234503,-1173597 
-4029238,-4086173,-4063818,-3856180,-4332978,-3682402,-4243254,-1200357 
-4031359,-4088385,-4065955,-3858392,-4335155,-3684527,-4245421,-1227569 
-4024889,-4081933,-4059576,-3851945,-4328732,-3677951,-4239016,-1240441 
-4019505,-4076580,-4054126,-3846463,-4323291,-3672542,-4233530,-1238662 
-4021819,-4078967,-4056672,-3848975,-4325844,-3674861,-4236117,-1241917 
-4027638,-4084716,-4062518,-3854796,-4331725,-3680729,-4242048,-1183442 
-4029839,-4086840,-4064635,-3856981,-4333841,-3682927,-4244122,-1197234 
-4023519,-4080424,-4058248,-3850520,-4327419,-3676499,-4237759,-1173854 
-4018651,-4075494,-4053314,-3845536,-4322403,-3671548,-4232791,-1185664 
-4024149,-4081076,-4058474,-3850842,-4327642,-3676971,-4237889,-1250022 
-4029855,-4086814,-4064494,-3856688,-4333603,-3682551,-4243859,-1283349 
-4031091,-4087914,-4065529,-3857594,-4334599,-3683591,-4244819,-1238706 
-4025064,-4081974,-4059687,-3851752,-4328765,-3677885,-4238954,-1255481 
-4018875,-4075863,-4053643,-3845721,-4322782,-3671982,-4232955,-1235633 
-4021380,-4078269,-4056099,-3848110,-4325114,-3674061,-4235407,-1249671 
-4026284,-4083107,-4061277,-3853076,-4330209,-3678929,-4240574,-1189031 
-4029672,-4086490,-4064535,-3856469,-4333524,-3682411,-4243807,-1175784 
-4022653,-4079416,-4057666,-3849507,-4326619,-3675302,-4236927,-1151926 
-4017221,-4073937,-4052090,-3843976,-4321110,-3670002,-4231381,-1129646 
-4024222,-4081029,-4058647,-3850727,-4327712,-3676991,-4237847,-1220076 
-4032995,-4089973,-4067347,-3859353,-4336315,-3685361,-4246434,-1334256 
-4031658,-4088646,-4066312,-3858041,-4335217,-3683662,-4245480,-1327702 
-4023482,-4080356,-4058234,-3849879,-4327151,-3675605,-4237438,-1232271 
-4019341,-4076341,-4054155,-3845948,-4323089,-3671786,-4233312,-1236426 
-4020604,-4077644,-4055659,-3847419,-4324605,-3673096,-4234796,-1224996 
-4029074,-4085911,-4063704,-3855541,-4332744,-3681297,-4243007,-1219730 
-4030717,-4087480,-4065303,-3857141,-4334311,-3682739,-4244561,-1243020 
-4025467,-4082355,-4060026,-3851959,-4329041,-3677582,-4239203,-1245076 
-4020371,-4077302,-4054999,-3847010,-4324051,-3672572,-4234124,-1287183 
-4021964,-4078846,-4056666,-3848551,-4325666,-3674037,-4235753,-1271308 
-4027684,-4084588,-4062575,-3854372,-4331571,-3679791,-4241765,-1240411 
-4030089,-4086872,-4064733,-3856557,-4333692,-3682095,-4243892,-1210101 
-4024135,-4080951,-4058906,-3850727,-4327842,-3676224,-4238014,-1223063 
-4018781,-4075561,-4053420,-3845246,-4322372,-3670802,-4232562,-1216367 
-4021582,-4078367,-4056211,-3848051,-4325151,-3673426,-4235300,-1222514 
-4028872,-4085646,-4063496,-3855357,-4332454,-3680621,-4242627,-1229647 
-4028991,-4085768,-4063814,-3855642,-4332803,-3680867,-4243019,-1191401 
-4023256,-4079962,-4057971,-3849869,-4326945,-3675111,-4237211,-1178118 
-4020265,-4076936,-4054602,-3846633,-4323565,-3672052,-4233764,-1227886 
-4024727,-4081412,-4058934,-3851019,-4327857,-3676176,-4237931,-1329459 
-4026294,-4083037,-4061261,-3853017,-4330116,-3677879,-4240336,-1227025 
-4030594,-4087204,-4064981,-3856910,-4333861,-3682051,-4244141,-1207023 
-4025512,-4082309,-4060003,-3852000,-4328909,-3677085,-4239077,-1284824 
-4019314,-4076277,-4054095,-3846091,-4323102,-3671150,-4233271,-1273246 
-4021810,-4078658,-4056466,-3848451,-4325477,-3673501,-4235671,-1265617 
-4030009,-4086851,-4064512,-3856505,-4333500,-3681537,-4243693,-1285007 
-4030503,-4087386,-4065197,-3857149,-4334128,-3682025,-4244353,-1276614 
-4023798,-4080671,-4058581,-3850615,-4327491,-3675527,-4237732,-1237001 
