ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4657401,-4870671,-4809296,-4417250,-5009567,-5776031,-4762399,-1355450 
-4746059,-4904398,-4949234,-4387790,-5144942,-5767314,-4721841,-1368049 
-5067609,-5178246,-5313485,-4400904,-5493369,-5753419,-4866306,-1427579 
-5168792,-5305347,-5389911,-4445854,-5566739,-5756650,-4993377,-1459236 
-4888749,-5085091,-5053842,-4413082,-5248414,-5760413,-4890083,-1376068 
-4637512,-4847902,-4792567,-4385868,-4992540,-5768987,-4732618,-1327853 
-4766626,-4928565,-4966604,-4417804,-5162403,-5775226,-4748936,-1398086 
-5089702,-5205059,-5331261,-4451259,-5511957,-5768109,-4903573,-1479532 
-5173411,-5311521,-5393216,-4472704,-5570726,-5766022,-5004857,-1490367 
-4887332,-5083520,-5052249,-4426892,-5247005,-5766915,-4890179,-1396436 
-4649190,-4860137,-4803129,-4413613,-5003282,-5778766,-4746210,-1361944 
-4752644,-4909186,-4957038,-4394242,-5152533,-5772253,-4722034,-1386084 
-5075952,-5185200,-5321879,-4409212,-5501997,-5758543,-4870319,-1446519 
-5157318,-5291664,-5379183,-4426421,-5556232,-5755189,-4975188,-1451776 
-4876631,-5069477,-5043649,-4385889,-5237734,-5756165,-4868383,-1359744 
-4631967,-4837745,-4789551,-4356082,-4989221,-5763067,-4714407,-1308215 
-4762739,-4917656,-4967421,-4370736,-5162518,-5763505,-4724975,-1361016 
-5079550,-5186395,-5326669,-4384457,-5506147,-5749586,-4869717,-1418957 
-5150378,-5280481,-5374551,-4381294,-5551292,-5740069,-4958321,-1401652 
-4885275,-5078372,-5050615,-4371952,-5244700,-5748571,-4878799,-1337473 
-4648754,-4855634,-4803928,-4361478,-5003654,-5760517,-4737469,-1304466 
-4782118,-4938377,-4983949,-4387393,-5178827,-5764216,-4752534,-1368149 
-5110144,-5220029,-5354107,-4424501,-5532886,-5756486,-4912581,-1448786 
-5195459,-5331921,-5414904,-4458617,-5591091,-5757304,-5024468,-1468069 
-4915138,-5111941,-5077142,-4439867,-5271323,-5765020,-4925647,-1397709 
-4652198,-4857254,-4808816,-4379173,-5008582,-5764903,-4740051,-1320209 
-4776368,-4926625,-4983531,-4370426,-5178139,-5759383,-4732476,-1352658 
-5091031,-5192531,-5341630,-4360975,-5519836,-5738629,-4866823,-1387651 
-5197841,-5334834,-5415642,-4440432,-5592091,-5750497,-5023069,-1446385 
-4889509,-5083942,-5052369,-4392428,-5246453,-5751464,-4894487,-1347399 
-4646612,-4852630,-4801272,-4362058,-5001175,-5757932,-4735724,-1295590 
-4784514,-4940092,-4986179,-4391232,-5180997,-5762279,-4754577,-1362392 
-5120267,-5232532,-5361229,-4447702,-5539470,-5759735,-4929703,-1460961 
-5185871,-5324122,-5402468,-4470992,-5579164,-5759010,-5023787,-1470286 
-4886075,-5082529,-5047703,-4420484,-5242247,-5759118,-4896290,-1370384 
-4648556,-4856901,-4802288,-4401294,-5002394,-5769529,-4745781,-1332603 
-4759781,-4911407,-4966002,-4368801,-5160699,-5758439,-4717230,-1344384 
-5120851,-5234163,-5361554,-4454966,-5540058,-5762626,-4926352,-1470451 
-5170196,-5308072,-5387126,-4460717,-5564701,-5758038,-5004586,-1463024 
-4869707,-5065651,-5032143,-4406794,-5227139,-5757238,-4876371,-1359999 
-4632934,-4838954,-4788377,-4376870,-4988137,-5764389,-4721361,-1312073 
-4793499,-4950834,-4993943,-4428138,-5189122,-5774077,-4764837,-1402461 
-5119264,-5232244,-5359546,-4471677,-5538465,-5769011,-4928567,-1490640 
-5175033,-5314305,-5389717,-4481534,-5567179,-5765589,-5012594,-1487856 
-4901082,-5103440,-5057319,-4482292,-5252579,-5779181,-4926299,-1437031 
-4622604,-4826783,-4780033,-4393714,-4979779,-5773086,-4712524,-1337313 
-4743324,-4890350,-4953332,-4345893,-5147520,-5756800,-4684294,-1335484 
-5094739,-5202606,-5339469,-4408969,-5517792,-5754559,-4881928,-1438478 
-5154452,-5290419,-5371556,-4429417,-5549452,-5752951,-4979212,-1441966 
-4871217,-5068692,-5031045,-4411667,-5226321,-5761219,-4881107,-1371694 
-4636718,-4842997,-4791313,-4387803,-4991141,-5770172,-4728305,-1331252 
-4785512,-4938695,-4989076,-4405384,-5183604,-5770911,-4746371,-1391011 
-5116209,-5227419,-5357053,-4454299,-5535872,-5766629,-4919006,-1482396 
-5157072,-5294076,-5373052,-4445701,-5550932,-5758297,-4987454,-1459817 
-4872891,-5071305,-5031708,-4428842,-5226856,-5766991,-4888116,-1391046 
-4626320,-4829822,-4783257,-4377695,-4982925,-5769100,-4713031,-1325968 
-4767880,-4916967,-4974945,-4370252,-5169348,-5763028,-4716412,-1361809 
-5119778,-5231352,-5360527,-4447661,-5539242,-5765219,-4919551,-1478940 
-5174534,-5315856,-5386949,-4480494,-5565571,-5767831,-5017265,-1494754 
-4860240,-5058491,-5019696,-4424695,-5215385,-5767766,-4877884,-1389804 
-4610259,-4812585,-4768215,-4355797,-4967775,-5765127,-4692024,-1308726 
-4772135,-4922893,-4977412,-4381165,-5172111,-5767478,-4725042,-1376926 
-5101339,-5209316,-5344766,-4417414,-5523385,-5758981,-4892357,-1454335 
-5156522,-5295636,-5370498,-4445097,-5548337,-5759741,-4990852,-1463808 
-4845954,-5042691,-5006091,-4393315,-5201321,-5760186,-4857848,-1361674 
-4621927,-4825306,-4778253,-4363651,-4977732,-5766630,-4706114,-1316552 
-4788932,-4940482,-4993066,-4400126,-5187394,-5771489,-4745202,-1394317 
-5117085,-5227276,-5357856,-4443913,-5536572,-5765694,-4915738,-1479928 
-5170233,-5312281,-5380606,-4476070,-5559416,-5768191,-5013904,-1494402 
-4865138,-5065826,-5021626,-4441783,-5217284,-5773784,-4890184,-1410007 
-4628347,-4832534,-4784309,-4393150,-4984064,-5776491,-4718107,-1349473 
-4770064,-4916630,-4978761,-4370607,-5172567,-5766394,-4712457,-1373727 
-5122771,-5232858,-5363300,-4445909,-5541522,-5767699,-4917359,-1487831 
-5159714,-5299494,-5371558,-4459106,-5550263,-5765651,-4997696,-1483635 
-4846190,-5043432,-5005124,-4403775,-5200730,-5765412,-4860404,-1378470 
-4639391,-4844861,-4793413,-4399239,-4993137,-5778290,-4730160,-1358126 
-4798303,-4949113,-5003175,-4418335,-5197546,-5779122,-4753731,-1421406 
-5108716,-5216469,-5351573,-4431021,-5530431,-5765646,-4899862,-1478007 
-5121519,-5255501,-5337719,-4392441,-5517379,-5750017,-4942564,-1424189 
-4811987,-5004471,-4974515,-4333210,-5170010,-5747850,-4810081,-1313657 
-4575835,-4769806,-4739648,-4262206,-4938397,-5742922,-4633177,-1229792 
-4746206,-4885120,-4960039,-4264161,-5153016,-5735870,-4662022,-1270909 
-5110129,-5216314,-5353461,-4364681,-5530206,-5742194,-4891679,-1402564 
-5175098,-5318825,-5383394,-4445301,-5560566,-5756749,-5024220,-1457830 
-4837170,-5034611,-4995496,-4375638,-5190433,-5754152,-4860904,-1339897 
-4607209,-4804734,-4767780,-4308526,-4966805,-5749819,-4680425,-1260319 
-4800748,-4948068,-5007183,-4365139,-5200701,-5758087,-4745920,-1355699 
-5124601,-5232078,-5366642,-4411230,-5543692,-5752430,-4917781,-1439842 
-5160201,-5300194,-5371149,-4433139,-5548527,-5752443,-5002259,-1441051 
-4854833,-5053946,-5010454,-4405119,-5205824,-5759367,-4880804,-1360877 
-4634577,-4836000,-4790921,-4367356,-4990222,-5763705,-4720758,-1311121 
-4806742,-4953357,-5013424,-4390631,-5206834,-5764422,-4753810,-1377879 
-5136301,-5245556,-5376760,-4442189,-5553938,-5760234,-4932784,-1468150 
-5146812,-5286196,-5357660,-4432264,-5536742,-5753081,-4987343,-1439788 
-4845743,-5045803,-5000559,-4407206,-5196417,-5760836,-4871441,-1362884 
-4619701,-4820134,-4776547,-4359456,-4975957,-5763234,-4703436,-1305566 
-4814972,-4963256,-5019755,-4408374,-5213542,-5769584,-4763013,-1396302 
-5128866,-5237929,-5369234,-4446025,-5546456,-5762694,-4925756,-1473567 
-5161170,-5304868,-5368201,-4470207,-5547031,-5763986,-5010616,-1477304 
-4872898,-5079169,-5022465,-4479774,-5218987,-5781322,-4916936,-1434532 
-4656492,-4863484,-4808040,-4458642,-5008279,-5791610,-4762336,-1404951 
-4809086,-4954928,-5016187,-4430116,-5210166,-5779837,-4753587,-1427778 
-5136411,-5245434,-5375562,-4473959,-5554002,-5774153,-4929928,-1512304 
-5147774,-5288461,-5356009,-4466687,-5536394,-5767931,-4989324,-1486976 
-4832199,-5030616,-4988346,-4417451,-5184740,-5769891,-4853241,-1388257 
-4612813,-4810591,-4772317,-4360620,-4971715,-5769057,-4685866,-1322691 
-4795145,-4937415,-5005347,-4373602,-5198999,-5766192,-4723755,-1380896 
-5096391,-5197811,-5340848,-4374630,-5519762,-5749012,-4867343,-1421859 
-5115451,-5250829,-5326907,-4372122,-5506854,-5742348,-4938702,-1396576 
-4855208,-5058543,-5005309,-4418761,-5201720,-5767239,-4886352,-1384606 
-4654162,-4859972,-4805397,-4428574,-5005249,-5784742,-4757368,-1382548 
-4812145,-4956896,-5019257,-4409732,-5212909,-5775489,-4756471,-1414776 
