ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4967816,-5698987,-5705669,-5702828,-5704198,-5706494,-5705372,-1682139 
-4915594,-5697923,-5704595,-5701732,-5703129,-5705412,-5704303,-1666683 
-5097841,-5695636,-5702377,-5699614,-5700881,-5703224,-5702055,-1710563 
-5162306,-5689040,-5695824,-5693097,-5694312,-5696667,-5695490,-1705013 
-4967256,-5691943,-5698657,-5695819,-5697165,-5699471,-5698352,-1658551 
-4696703,-5697287,-5703937,-5700981,-5702437,-5704667,-5703649,-1601548 
-4674663,-5700541,-5707160,-5704209,-5705681,-5707906,-5706884,-1607506 
-4877207,-5696838,-5703503,-5700627,-5702035,-5704316,-5703218,-1651314 
-4980349,-5694692,-5701378,-5698549,-5699912,-5702232,-5701091,-1670922 
-4795856,-5696892,-5703560,-5700642,-5702073,-5704326,-5703266,-1626017 
-4521281,-5699539,-5706126,-5703115,-5704641,-5706824,-5705872,-1559193 
-4489218,-5699596,-5706147,-5703139,-5704689,-5706867,-5705916,-1552187 
-4708413,-5696666,-5703282,-5700349,-5701822,-5704057,-5703017,-1603892 
-4854592,-5698609,-5705272,-5702366,-5703798,-5706054,-5704970,-1648954 
-4682224,-5699632,-5706275,-5703304,-5704782,-5706999,-5705980,-1602799 
-4416064,-5698754,-5705308,-5702236,-5703837,-5705967,-5705068,-1526306 
-4412771,-5698042,-5704568,-5701516,-5703122,-5705257,-5704354,-1524310 
-4666575,-5695951,-5702560,-5699613,-5701102,-5703329,-5702310,-1588422 
-4811619,-5693181,-5699862,-5696938,-5698376,-5700631,-5699562,-1617662 
-4660916,-5695769,-5702411,-5699436,-5700919,-5703141,-5702133,-1582598 
-4400396,-5697259,-5703809,-5700731,-5702344,-5704465,-5703576,-1515516 
-4381201,-5695231,-5701753,-5698685,-5700314,-5702429,-5701543,-1505162 
-4629137,-5691644,-5698242,-5695289,-5696793,-5699013,-5698008,-1562942 
-4790934,-5690081,-5696754,-5693835,-5695276,-5697529,-5696467,-1601071 
-4656759,-5694143,-5700781,-5697808,-5699296,-5701507,-5700506,-1575357 
-4412624,-5695991,-5702536,-5699474,-5701076,-5703202,-5702311,-1514139 
-4439863,-5694721,-5701245,-5698218,-5699811,-5701954,-5701044,-1518997 
-4776048,-5690829,-5697464,-5694561,-5696015,-5698267,-5697214,-1599648 
-5032559,-5686846,-5693566,-5690760,-5692099,-5694432,-5693280,-1656026 
