ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4540131,-4051216,-4384113,-4061699,-4689117,-4568847,-4383107,-1316453 
-4603958,-4084506,-4395438,-4135023,-4769862,-4604144,-4451337,-1392123 
-4659874,-4103020,-4398996,-4225411,-4874777,-4626072,-4514709,-1507470 
-4585501,-4061823,-4386339,-4145732,-4788863,-4580929,-4435215,-1432646 
-4603483,-4075233,-4387377,-4166377,-4811264,-4597876,-4454236,-1448917 
-4654432,-4096744,-4393516,-4246095,-4902741,-4623159,-4511202,-1545849 
-4655170,-4094224,-4396319,-4260026,-4921622,-4618512,-4511754,-1588389 
-4620422,-4079519,-4394122,-4214176,-4871384,-4599671,-4471831,-1560956 
-4601669,-4071661,-4389135,-4187414,-4841556,-4591994,-4451278,-1539259 
-4594079,-4066724,-4384996,-4180336,-4833978,-4589035,-4444512,-1532096 
-4567274,-4058014,-4385324,-4136871,-4783624,-4577753,-4414011,-1483387 
-4599562,-4077941,-4393623,-4164577,-4812283,-4597664,-4446794,-1516598 
-4577809,-4065338,-4391010,-4132468,-4775912,-4582582,-4422860,-1489005 
-4575928,-4065138,-4387479,-4123982,-4764829,-4583817,-4421112,-1474371 
-4573667,-4061659,-4384012,-4124523,-4765084,-4582605,-4420747,-1465799 
-4576053,-4063623,-4386363,-4127019,-4767119,-4584242,-4423802,-1463566 
-4555156,-4058651,-4389695,-4086389,-4719324,-4574829,-4398632,-1417416 
-4633789,-4097123,-4398491,-4183460,-4826982,-4617960,-4483810,-1524868 
-4631003,-4084192,-4390997,-4206341,-4856810,-4607365,-4484981,-1562619 
-4550503,-4045624,-4380163,-4107906,-4747376,-4564986,-4398087,-1454434 
-4515431,-4037441,-4380902,-4041523,-4669257,-4553511,-4356966,-1366369 
-4519634,-4047412,-4387394,-4019049,-4639047,-4561179,-4357926,-1323976 
-4608591,-4091366,-4397675,-4124724,-4755114,-4610059,-4454259,-1428601 
-4659011,-4099967,-4394359,-4225213,-4873104,-4624909,-4515072,-1549294 
-4597966,-4066857,-4384699,-4168379,-4813025,-4589220,-4451336,-1495363 
-4592881,-4068997,-4387611,-4159674,-4803284,-4590530,-4444053,-1487659 
-4564108,-4058428,-4389127,-4111895,-4748959,-4575153,-4409445,-1440608 
-4558441,-4061119,-4390554,-4085909,-4717170,-4576036,-4400559,-1408049 
-4563304,-4060710,-4386589,-4090052,-4720915,-4578043,-4406966,-1402604 
-4558471,-4056873,-4383013,-4086661,-4716429,-4576051,-4403578,-1384329 
-4567876,-4062757,-4386395,-4097492,-4727862,-4582280,-4414047,-1386523 
-4581074,-4071701,-4392412,-4108177,-4739028,-4589538,-4426862,-1397177 
-4634124,-4094691,-4397557,-4181456,-4822194,-4615526,-4484746,-1484224 
-4645985,-4092537,-4393138,-4219692,-4868922,-4616340,-4500441,-1538285 
-4627230,-4078414,-4387214,-4217489,-4870211,-4603319,-4482348,-1547320 
-4552860,-4046734,-4382744,-4118221,-4759183,-4565428,-4399657,-1443925 
-4532747,-4048987,-4388025,-4060386,-4689877,-4563191,-4372126,-1372859 
-4611938,-4089854,-4397466,-4147777,-4785221,-4608579,-4456577,-1462335 
-4623549,-4079907,-4389635,-4191749,-4838973,-4602505,-4474352,-1521229 
-4492587,-4021401,-4375124,-4016301,-4640877,-4535959,-4331572,-1318873 
-4515891,-4044001,-4383088,-4015853,-4634487,-4559472,-4353618,-1289925 
-4543093,-4057246,-4389367,-4038912,-4657967,-4572330,-4382451,-1301257 
-4561069,-4066804,-4391904,-4053508,-4672299,-4581987,-4401627,-1305823 
-4619789,-4087141,-4392110,-4146883,-4778913,-4609093,-4469081,-1402788 
-4586800,-4064957,-4384402,-4127296,-4759966,-4586799,-4436855,-1380765 
-4598378,-4074638,-4389206,-4144728,-4779851,-4596234,-4449054,-1398238 
-4607274,-4078147,-4393358,-4160510,-4799180,-4598177,-4457687,-1426290 
-4550611,-4053913,-4388649,-4078169,-4706312,-4568376,-4393602,-1339479 
-4569727,-4064092,-4387396,-4095859,-4724822,-4582104,-4414129,-1347405 
-4569715,-4061179,-4384092,-4102176,-4732418,-4581700,-4416287,-1343280 
-4591811,-4072634,-4388942,-4133473,-4767696,-4594094,-4440518,-1372897 
-4595009,-4073999,-4392844,-4139294,-4775156,-4593249,-4443334,-1386991 
-4587504,-4072216,-4392908,-4124627,-4758466,-4589605,-4433740,-1375571 
-4634439,-4092280,-4393790,-4192941,-4836235,-4615007,-4485796,-1451177 
-4697914,-4111841,-4394620,-4311216,-4974726,-4642286,-4559478,-1597878 
-4620798,-4072232,-4388284,-4231755,-4890382,-4596341,-4476089,-1537523 
-4581837,-4063191,-4390821,-4162774,-4811738,-4581557,-4428534,-1475420 
-4585696,-4070171,-4392731,-4148842,-4793901,-4587739,-4429492,-1464061 
-4630767,-4089378,-4393087,-4209151,-4861468,-4612149,-4479742,-1531714 
-4680199,-4104218,-4393034,-4300135,-4967174,-4633207,-4537784,-1645516 
-4633252,-4079286,-4389676,-4256281,-4921329,-4604172,-4487555,-1622100 
-4620210,-4080815,-4394488,-4227450,-4888072,-4602018,-4469924,-1609575 
-4574733,-4059036,-4389388,-4159060,-4811134,-4576266,-4418735,-1549044 
-4512604,-4035314,-4381189,-4054286,-4690033,-4549412,-4349054,-1422628 
-4522762,-4043781,-4380793,-4047464,-4677804,-4560675,-4359897,-1388535 
-4535846,-4050337,-4384142,-4054147,-4682279,-4567582,-4374687,-1377571 
-4520414,-4047189,-4387656,-4015601,-4635133,-4560569,-4356440,-1320885 
-4600229,-4087034,-4396816,-4109859,-4738005,-4605076,-4443216,-1411736 
-4678669,-4111549,-4397356,-4245074,-4893851,-4637776,-4533901,-1567516 
-4649700,-4087212,-4388935,-4246461,-4901603,-4613771,-4506952,-1587986 
-4577931,-4057284,-4385274,-4155449,-4800782,-4577554,-4427003,-1499889 
-4602201,-4078870,-4394421,-4167344,-4811581,-4597924,-4448854,-1516980 
-4571788,-4060494,-4389667,-4126814,-4766777,-4577127,-4415522,-1481694 
-4578676,-4070031,-4389374,-4121319,-4757886,-4588296,-4422131,-1465067 
-4613651,-4076959,-4386949,-4185713,-4832309,-4600911,-4464141,-1535080 
-4555664,-4052468,-4384355,-4107469,-4744173,-4571115,-4400100,-1449304 
-4556432,-4059419,-4389921,-4088778,-4720460,-4575535,-4397721,-1424444 
-4575427,-4068956,-4392111,-4103610,-4735396,-4585969,-4417731,-1436774 
-4569431,-4062719,-4387194,-4099048,-4730251,-4581110,-4413085,-1424140 
-4547404,-4050496,-4381976,-4073381,-4701089,-4569486,-4391151,-1382792 
-4574274,-4068757,-4389083,-4099409,-4728001,-4588551,-4419439,-1398329 
-4658450,-4105736,-4400521,-4218454,-4863111,-4629442,-4511145,-1538333 
-4598835,-4069746,-4391988,-4158251,-4799344,-4588534,-4447566,-1493406 
-4574458,-4064244,-4388176,-4118266,-4753450,-4582483,-4419954,-1444919 
-4597154,-4071385,-4386602,-4155849,-4796623,-4594270,-4446504,-1481401 
-4588674,-4068997,-4388791,-4146147,-4786012,-4590287,-4437069,-1472031 
-4575199,-4065493,-4391799,-4121029,-4757234,-4582869,-4420442,-1449208 
-4590543,-4076604,-4394617,-4129342,-4764904,-4593847,-4435392,-1458092 
-4629231,-4089129,-4392977,-4193096,-4838327,-4611396,-4480041,-1530749 
-4603776,-4070803,-4386087,-4179822,-4826842,-4593564,-4455384,-1522282 
-4548196,-4049541,-4384426,-4099611,-4736116,-4567237,-4393115,-1433516 
-4563204,-4065762,-4392413,-4094224,-4726202,-4581685,-4405164,-1421294 
-4600355,-4079520,-4394687,-4141874,-4779705,-4597882,-4445741,-1475769 
-4601257,-4077116,-4390617,-4150422,-4789974,-4597388,-4448553,-1484041 
-4611929,-4077428,-4387940,-4180196,-4825132,-4600975,-4462782,-1517257 
-4600433,-4073485,-4389747,-4169174,-4813382,-4595131,-4449924,-1510540 
-4625210,-4088274,-4397002,-4198006,-4845704,-4608936,-4474719,-1553714 
-4627222,-4085551,-4395783,-4207028,-4857626,-4605841,-4476497,-1580709 
-4533131,-4040234,-4382342,-4081358,-4716739,-4555735,-4374059,-1444026 
-4535094,-4048026,-4382443,-4064574,-4694019,-4565532,-4375037,-1403750 
-4547947,-4055528,-4386347,-4071069,-4698930,-4573653,-4388856,-1395891 
-4587266,-4077220,-4395043,-4112304,-4743071,-4595552,-4430374,-1436223 
-4609371,-4081421,-4394918,-4150819,-4787777,-4600971,-4455796,-1485369 
-4529623,-4041282,-4382436,-4048967,-4674021,-4556729,-4370141,-1369216 
-4557547,-4061522,-4385753,-4072886,-4697821,-4580419,-4400000,-1371424 
-4572878,-4062471,-4386941,-4103521,-4733342,-4582668,-4418369,-1399948 
-4523042,-4046647,-4388331,-4019591,-4636147,-4560235,-4360987,-1299187 
-4559082,-4065052,-4392008,-4054932,-4673583,-4580751,-4399259,-1325338 
-4584778,-4073420,-4390064,-4095869,-4719750,-4592839,-4429550,-1358306 
-4584759,-4066561,-4385746,-4115819,-4744576,-4588122,-4433054,-1374086 
-4544721,-4051343,-4385278,-4061096,-4682457,-4568660,-4388697,-1306613 
-4579961,-4073063,-4393892,-4095257,-4719307,-4590681,-4424678,-1338871 
-4578174,-4069251,-4392613,-4095186,-4720274,-4586430,-4423131,-1339865 
-4595120,-4075610,-4390459,-4123674,-4752801,-4595806,-4443060,-1365473 
-4617746,-4081324,-4389227,-4172084,-4809787,-4605410,-4470254,-1417822 
-4618580,-4081351,-4391725,-4184823,-4826424,-4604746,-4471236,-1440569 
-4671736,-4108696,-4401587,-4259976,-4912800,-4633384,-4527308,-1542671 
-4662448,-4096121,-4397765,-4270538,-4930174,-4620047,-4518419,-1586905 
-4554193,-4046531,-4384073,-4128310,-4771829,-4564186,-4399859,-1441089 
-4561064,-4057792,-4385076,-4118159,-4757412,-4577637,-4405513,-1416742 
-4630936,-4091594,-4394469,-4207409,-4857060,-4615944,-4481519,-1515034 
-4637036,-4089511,-4397051,-4227221,-4881846,-4612364,-4488711,-1558071 
-4581339,-4063977,-4391585,-4151509,-4797411,-4582007,-4426931,-1489337 
-4576945,-4065156,-4388582,-4135059,-4777264,-4584649,-4421434,-1466700 
-4631702,-4089927,-4391846,-4212506,-4864411,-4615017,-4482691,-1548613 
-4656456,-4095947,-4394849,-4264916,-4926367,-4622460,-4511800,-1624107 
-4601518,-4071094,-4393028,-4194091,-4848162,-4590926,-4450163,-1568910 
-4576916,-4065651,-4392051,-4143559,-4789239,-4582562,-4420252,-1519874 
-4585957,-4068290,-4388711,-4152005,-4797862,-4587887,-4430984,-1526622 
-4547017,-4050520,-4383106,-4097091,-4734926,-4568634,-4389371,-1456559 
-4584829,-4072723,-4390566,-4135651,-4775712,-4592546,-4429911,-1490049 
-4627613,-4091659,-4398061,-4193234,-4840379,-4612402,-4476729,-1561920 
-4608063,-4077898,-4394309,-4176051,-4822397,-4596842,-4456272,-1557060 
-4541877,-4046243,-4384002,-4086933,-4721986,-4562304,-4384492,-1457048 
-4489395,-4026963,-4378378,-3998304,-4618675,-4540884,-4326409,-1335946 
-4494081,-4037006,-4383574,-3975763,-4587442,-4549966,-4329444,-1280066 
-4542070,-4062171,-4392678,-4021107,-4634193,-4576171,-4380667,-1308867 
-4598934,-4085264,-4397159,-4099087,-4721310,-4602776,-4443899,-1385875 
-4641416,-4096046,-4395292,-4182859,-4819031,-4618605,-4494921,-1480467 
-4636061,-4086914,-4391047,-4205541,-4849266,-4610807,-4492871,-1515127 
-4613087,-4077813,-4392041,-4184530,-4827974,-4598833,-4467264,-1504414 
-4591951,-4070564,-4394156,-4153802,-4794368,-4587749,-4442105,-1483645 
-4517622,-4040494,-4387751,-4036646,-4660806,-4551272,-4357691,-1352316 
-4522831,-4047724,-4386196,-4021193,-4639379,-4560544,-4361947,-1310897 
-4592342,-4079396,-4391066,-4113334,-4741899,-4598919,-4440084,-1392822 
-4671480,-4110611,-4399778,-4241227,-4888773,-4634972,-4529677,-1541672 
-4651864,-4094655,-4399321,-4240846,-4893415,-4615522,-4509836,-1571864 
-4542366,-4045745,-4388658,-4090849,-4725756,-4558201,-4388094,-1421142 
-4554231,-4060829,-4389365,-4081787,-4711768,-4575579,-4398319,-1394575 
-4630221,-4092140,-4393591,-4191922,-4836605,-4614466,-4483681,-1508867 
-4638326,-4090851,-4395478,-4221996,-4874013,-4612801,-4494565,-1556945 
-4611460,-4079246,-4396799,-4189452,-4839131,-4596619,-4463971,-1541658 
