ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4298282,-4352362,-4410245,-3525001,-4721885,-5605642,-4113187,-1292637 
-4309227,-4420528,-4394155,-3534556,-4710366,-5613057,-4195004,-1281071 
-3898928,-4108151,-3940907,-3458957,-4268069,-5544172,-4017346,-1137865 
-3667129,-3883554,-3707772,-3446874,-4037612,-5536387,-3867004,-1102721 
-3871520,-3987026,-3957844,-3432971,-4277819,-5517545,-3875166,-1147897 
-4279445,-4330360,-4392559,-3489286,-4704022,-5568470,-4086462,-1260760 
-4260932,-4365070,-4349181,-3453785,-4664636,-5530946,-4131049,-1205713 
-3905814,-4116788,-3946802,-3447612,-4273970,-5532241,-4023179,-1127469 
-3702607,-3924881,-3740689,-3492158,-4071102,-5581999,-3916628,-1144649 
-3908852,-4030721,-3992353,-3491373,-4312924,-5578308,-3928911,-1202444 
-4303239,-4358116,-4414578,-3539613,-4726447,-5620586,-4124302,-1309003 
-4278191,-4385080,-4364968,-3492612,-4680639,-5571466,-4157083,-1245259 
-3884122,-4090396,-3927400,-3430601,-4254042,-5513651,-3995806,-1114148 
-3681187,-3901000,-3720549,-3463551,-4050472,-5553117,-3886247,-1120290 
-3868842,-3986561,-3954686,-3440007,-4274711,-5524299,-3879362,-1155967 
-4269761,-4319847,-4383324,-3479408,-4694491,-5557746,-4075823,-1254028 
-4287684,-4394226,-4374870,-3487574,-4690247,-5564286,-4161828,-1240731 
-3921897,-4133382,-3963145,-3473982,-4290066,-5557609,-4042799,-1155454 
-3660972,-3877260,-3702075,-3434643,-4031624,-5522222,-3862378,-1093208 
-3882378,-4001419,-3967221,-3449338,-4287157,-5533559,-3894409,-1164761 
-4300464,-4354853,-4412227,-3523544,-4723685,-5602105,-4117409,-1295091 
-4331897,-4445159,-4416386,-3560221,-4732467,-5637361,-4223284,-1310058 
-3933517,-4146748,-3974483,-3506052,-4301720,-5589670,-4061491,-1187007 
-3684207,-3904431,-3723601,-3481072,-4053646,-5570667,-3893872,-1138697 
-3909642,-4033256,-3992604,-3510726,-4313234,-5597406,-3934069,-1225359 
-4262022,-4310859,-4376228,-3489463,-4687427,-5567474,-4069880,-1266607 
-4305249,-4414434,-4391458,-3525006,-4707099,-5600772,-4184274,-1281089 
-3960072,-4177184,-3999245,-3545402,-4326640,-5628313,-4093158,-1228678 
-3644926,-3860425,-3687134,-3437386,-4016545,-5520777,-3846479,-1101907 
-3853591,-3970513,-3940063,-3427513,-4259871,-5508898,-3859701,-1150884 
