ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4408471,-4486896,-4587793,-3538626,-4844012,-5613724,-4210725,-1395754 
-4153860,-4335364,-4284765,-3572747,-4550859,-5651992,-4201273,-1362103 
-3656184,-3885157,-3763159,-3435976,-4036436,-5518542,-3901796,-1171430 
-3653957,-3817986,-3790886,-3393494,-4059553,-5474402,-3797404,-1160681 
-4110406,-4177649,-4293909,-3451814,-4551756,-5535019,-3979458,-1297015 
-4407721,-4483741,-4588412,-3532132,-4844333,-5608589,-4206870,-1392620 
-4184751,-4366708,-4315614,-3601851,-4581617,-5683641,-4232908,-1393728 
-3685523,-3915257,-3792080,-3466312,-4065496,-5554727,-3932811,-1202398 
-3692561,-3861846,-3826896,-3452058,-4096171,-5539970,-3848909,-1216293 
-4142977,-4214485,-4324191,-3514564,-4582721,-5599347,-4027315,-1357976 
-4405108,-4477839,-4586847,-3537409,-4842727,-5614056,-4201705,-1401786 
-4121072,-4291469,-4257148,-3499706,-4522099,-5579043,-4140669,-1302841 
-3664606,-3890737,-3772934,-3411106,-4045681,-5486599,-3894316,-1152416 
-3675234,-3845164,-3809204,-3421469,-4078135,-5498631,-3830079,-1185721 
-4118437,-4189954,-4299578,-3481112,-4557922,-5561726,-4002867,-1323012 
-4353751,-4421063,-4538407,-3456989,-4793752,-5531970,-4137507,-1323005 
-4137117,-4308693,-4273130,-3495026,-4538049,-5571883,-4152509,-1293773 
-3705544,-3939699,-3810265,-3469844,-4083837,-5552089,-3955248,-1202866 
-3673696,-3847081,-3805837,-3438446,-4075530,-5522402,-3842642,-1196956 
-4106189,-4179914,-4286014,-3481611,-4544821,-5560797,-3998268,-1319812 
-4418406,-4494035,-4598649,-3565931,-4854941,-5640994,-4226744,-1425003 
-4153128,-4323661,-4288851,-3537183,-4553896,-5614867,-4174503,-1335597 
-3670594,-3901020,-3776747,-3436715,-4049977,-5519240,-3912762,-1174822 
-3611774,-3780739,-3746372,-3365081,-4015644,-5441343,-3767378,-1128708 
-4056076,-4127685,-4237296,-3420311,-4495952,-5496514,-3939010,-1261807 
-4410792,-4486743,-4591044,-3551337,-4847347,-5626999,-4215855,-1412191 
-4178788,-4351360,-4313756,-3566522,-4578970,-5644244,-4203632,-1364800 
-3689597,-3921384,-3795046,-3463510,-4068416,-5542898,-3935221,-1199619 
-3594083,-3764617,-3727664,-3358216,-3997057,-5433081,-3754922,-1120853 
-4043614,-4117736,-4223484,-3423138,-4482121,-5497526,-3933954,-1264303 
-4383297,-4456385,-4565136,-3528081,-4820942,-5603322,-4185451,-1391581 
-4133516,-4300034,-4271391,-3498212,-4535799,-5575289,-4141266,-1302438 
-3681421,-3915086,-3785891,-3448924,-4059234,-5529715,-3926161,-1186592 
-3629543,-3809417,-3758466,-3429046,-4028634,-5511087,-3814344,-1186980 
-4037181,-4114406,-4215133,-3451447,-4474282,-5528114,-3942748,-1290791 
-4362342,-4433692,-4544725,-3521331,-4800470,-5596600,-4164021,-1388018 
-4109030,-4271211,-4249235,-3471301,-4513145,-5546241,-4107092,-1281659 
-3647649,-3877432,-3754331,-3400374,-4027126,-5474446,-3879296,-1144879 
-3613732,-3795744,-3741654,-3413133,-4011791,-5491272,-3798834,-1174051 
-4020906,-4099017,-4198430,-3443171,-4457512,-5519977,-3930014,-1284935 
-4362134,-4432679,-4544701,-3520848,-4800282,-5595554,-4161732,-1391847 
-4153967,-4319182,-4292202,-3527407,-4556307,-5604555,-4158174,-1340546 
-3696514,-3931124,-3800395,-3476743,-4073538,-5560682,-3942777,-1223967 
-3585198,-3762386,-3715314,-3382005,-3984995,-5459874,-3761401,-1151524 
-4024789,-4103139,-4202214,-3449662,-4461211,-5528685,-3931694,-1297747 
-4342920,-4407610,-4528376,-3482876,-4783298,-5558138,-4126916,-1363044 
-4156335,-4315603,-4297864,-3497432,-4561179,-5573251,-4141059,-1320006 
-3696232,-3925012,-3803224,-3435101,-4075649,-5512792,-3921971,-1190072 
-3610454,-3788977,-3740012,-3387991,-4009769,-5464241,-3785430,-1160129 
-4061884,-4143135,-4238103,-3480650,-4497434,-5560091,-3975393,-1329434 
-4430605,-4501631,-4613154,-3587549,-4868780,-5664642,-4233656,-1467519 
-4241687,-4403133,-4381884,-3596422,-4645649,-5673609,-4237293,-1420369 
-3790387,-4024461,-3894399,-3555975,-4167471,-5640957,-4032627,-1309827 
-3654718,-3836243,-3782714,-3463346,-4052777,-5548298,-3844004,-1236142 
-3998311,-4071017,-4178532,-3403009,-4437014,-5479219,-3895875,-1263468 
-4385521,-4446039,-4573248,-3495314,-4827524,-5570416,-4156899,-1386274 
-4236156,-4393064,-4379056,-3550335,-4641726,-5627178,-4213103,-1381313 
-3787211,-4019557,-3892796,-3518453,-4165140,-5603451,-4019112,-1277052 
-3686669,-3873064,-3812679,-3488000,-4082759,-5575641,-3884027,-1259181 
-4066977,-4146716,-4243858,-3496397,-4502841,-5580152,-3986146,-1348487 
-4384429,-4442285,-4573116,-3497384,-4827251,-5573276,-4157579,-1387184 
