ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7 
-4010913,-4173741,-4410058,-4076719,-4222529,-4236600,-4303277,-1234889 
-4006322,-4168794,-4405061,-4069806,-4217799,-4232497,-4299133,-1201584 
-4023884,-4186429,-4422852,-4087818,-4235206,-4249884,-4316525,-1204953 
-4038864,-4201935,-4438286,-4104590,-4250348,-4264494,-4331104,-1249482 
-4027478,-4190436,-4426627,-4092304,-4238997,-4253289,-4319879,-1246667 
-4009934,-4172907,-4409167,-4075646,-4221640,-4235704,-4302283,-1233703 
-4008025,-4170871,-4407069,-4072795,-4219776,-4233968,-4300555,-1227461 
-4032888,-4196561,-4432976,-4102912,-4244776,-4257842,-4324519,-1308065 
-4047129,-4211140,-4447012,-4115029,-4259211,-4272135,-4338665,-1411117 
-4038106,-4202292,-4438302,-4109169,-4250169,-4262765,-4329314,-1435960 
-4023182,-4187704,-4423229,-4093224,-4235572,-4247786,-4314348,-1522641 
-4006097,-4168929,-4404110,-4065232,-4217712,-4232635,-4299082,-1399911 
-4014721,-4176677,-4412549,-4072684,-4225745,-4241809,-4308258,-1259509 
-4035835,-4198945,-4435260,-4101807,-4247354,-4261609,-4328103,-1308391 
-4030581,-4194304,-4430518,-4098907,-4242566,-4255796,-4322469,-1365047 
-4015806,-4179770,-4415872,-4084722,-4228079,-4240905,-4307511,-1410494 
-4006086,-4169035,-4404730,-4067317,-4217826,-4232569,-4298938,-1350761 
-4018619,-4181065,-4417120,-4079531,-4229937,-4245306,-4311718,-1268586 
-4035985,-4199047,-4435382,-4101242,-4247531,-4261789,-4328364,-1308947 
-4025467,-4188580,-4424710,-4090044,-4237126,-4251285,-4317854,-1312058 
-4005696,-4168586,-4404770,-4069554,-4217311,-4231709,-4298284,-1265612 
-4007126,-4170113,-4406414,-4071589,-4218847,-4233064,-4299584,-1268007 
-4025627,-4188732,-4425138,-4090544,-4237294,-4251474,-4317953,-1278865 
-4036566,-4199765,-4436039,-4100163,-4248268,-4262460,-4328924,-1299757 
-4018701,-4181194,-4417519,-4079446,-4230174,-4245228,-4311732,-1210242 
-4007424,-4170496,-4407234,-4074130,-4219285,-4233172,-4299744,-1212557 
-4010101,-4173370,-4409816,-4075892,-4222136,-4235864,-4302422,-1248900 
-4026032,-4189032,-4425528,-4090447,-4237847,-4251796,-4318472,-1245546 
-4041248,-4204840,-4441384,-4108617,-4253241,-4266625,-4333123,-1300045 
-4032147,-4196074,-4432511,-4100243,-4244460,-4257461,-4323941,-1342905 
-4010353,-4173844,-4409985,-4074879,-4222649,-4236308,-4302756,-1313774 
-4004486,-4167269,-4403421,-4065972,-4216503,-4231071,-4297565,-1232317 
-4025026,-4188079,-4424606,-4089337,-4237016,-4251054,-4317740,-1235932 
-4037676,-4200947,-4437512,-4102659,-4249755,-4263553,-4330204,-1269149 
-4024860,-4188106,-4424627,-4089598,-4236959,-4250842,-4317484,-1251278 
-4007639,-4170964,-4407479,-4072621,-4219929,-4233657,-4300332,-1233515 
-4007701,-4170979,-4407526,-4072053,-4220037,-4233819,-4300586,-1214891 
-4025584,-4188805,-4425390,-4089373,-4237836,-4251884,-4318476,-1220886 
-4033030,-4195989,-4432627,-4095553,-4245091,-4259536,-4326112,-1198661 
-4022617,-4185697,-4422572,-4087491,-4234863,-4248847,-4315439,-1183496 
-4008263,-4171687,-4408565,-4074784,-4220837,-4234241,-4300887,-1192989 
-4013347,-4177222,-4414105,-4081572,-4226192,-4239008,-4305657,-1237818 
-4031767,-4195794,-4432404,-4098489,-4244600,-4257458,-4324021,-1284967 
-4036219,-4199797,-4436257,-4099241,-4248781,-4262453,-4328997,-1264562 
